cik,entityName,attribute_name,accn,value,filing_date
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,147400000,2021-02-19
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-20-001127,537200000,2020-02-21
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,537200000,2021-02-19
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-20-001127,119200000,2020-02-21
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,119200000,2021-02-19
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,226400000,2021-02-19
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,161700000,2021-02-19
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,139300000,2021-02-19
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,662200000,2021-02-19
1374310,"Cboe Global Markets, Inc.",OperatingIncomeLoss,0001558370-21-001286,134800000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,106451000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,22676000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,24890000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,20454000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,99396000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,99396000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,99396000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,31376000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,32871000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,32871000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,32871000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,33401000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,33401000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,33401000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,41327000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,41327000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,41327000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,139406000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,139406000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,139406000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,139406000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001445305-12-000485,31807000,2012-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,31807000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,31807000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,33417000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,33417000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,33417000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,38496000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,38496000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,38496000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,45758000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,45758000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,45758000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,157395000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,157395000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,157395000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,157395000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000008,39724000,2013-02-28
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-13-000025,39724000,2013-05-02
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,39724000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,42373000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,42373000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,46161000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,46161000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,41356000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,41356000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,175999000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,175999000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,175999000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-14-000008,46110000,2014-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,46110000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,49024000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,49024000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,42981000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,42981000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,48366000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,48366000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,189714000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,189714000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,189714000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-15-000005,49342000,2015-02-20
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,49342000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,42259000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,42259000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,44845000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,44845000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,67516000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,67516000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,205023000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,205023000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,205000000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-16-000038,50403000,2016-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,50403000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,49176000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,49200000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,50931000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,50900000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,40451000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,40500000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,185720000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,185700000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,185700000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001374310-17-000006,45162000,2017-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,45100000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,15200000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,15200000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,68000000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,68000000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,60300000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,60300000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,400600000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,400600000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,400600000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-18-000953,257100000,2018-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,257100000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,118100000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,118100000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,83000000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,83000000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,85700000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,85700000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,425200000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,425200000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,425200000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-19-000884,138400000,2019-02-22
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,138400000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,94100000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,94100000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,84500000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,84500000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,105900000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,105900000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,370800000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,370800000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-20-001127,86300000,2020-02-21
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,86300000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,157400000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,113600000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,109900000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,468200000,2021-02-19
1374310,"Cboe Global Markets, Inc.",ProfitLoss,0001558370-21-001286,87300000,2021-02-19
1374310,"Cboe Global Markets, Inc.",Assets,0001445305-12-000485,254112000,2012-02-28
1374310,"Cboe Global Markets, Inc.",Assets,0001445305-12-000485,327868000,2012-02-28
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-13-000008,327868000,2013-02-28
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-13-000025,327868000,2013-05-02
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-13-000008,338858000,2013-02-28
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-13-000025,338858000,2013-05-02
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-14-000008,338858000,2014-02-21
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-14-000008,441589000,2014-02-21
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-15-000005,441589000,2015-02-20
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-15-000005,383901000,2015-02-20
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-16-000038,383901000,2016-02-19
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-16-000038,384788000,2016-02-19
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-17-000006,384788000,2017-02-21
1374310,"Cboe Global Markets, Inc.",Assets,0001374310-17-000006,476615000,2017-02-21
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-18-000953,476700000,2018-02-22
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-18-000953,5265700000,2018-02-22
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-19-000884,5265700000,2019-02-22
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-19-000884,5321000000,2019-02-22
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-20-001127,5321000000,2020-02-21
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-20-001127,5113900000,2020-02-21
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-21-001286,5113900000,2021-02-19
1374310,"Cboe Global Markets, Inc.",Assets,0001558370-21-001286,6516500000,2021-02-19
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001445305-12-000485,109934000,2012-02-28
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001445305-12-000485,189682000,2012-02-28
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-13-000008,189682000,2013-02-28
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-13-000025,189682000,2013-05-02
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-13-000008,202909000,2013-02-28
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-13-000025,202909000,2013-05-02
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-14-000008,202909000,2014-02-21
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-14-000008,308861000,2014-02-21
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-15-000005,308861000,2015-02-20
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-15-000005,244107000,2015-02-20
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-16-000038,244107000,2016-02-19
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-16-000038,204118000,2016-02-19
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-17-000006,204118000,2017-02-21
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001374310-17-000006,235045000,2017-02-21
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-18-000953,235100000,2018-02-22
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-18-000953,434700000,2018-02-22
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-19-000884,434700000,2019-02-22
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-19-000884,683700000,2019-02-22
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-20-001127,683700000,2020-02-21
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-20-001127,607600000,2020-02-21
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-21-001286,607600000,2021-02-19
1374310,"Cboe Global Markets, Inc.",AssetsCurrent,0001558370-21-001286,1566800000,2021-02-19
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001374310-17-000006,927000,2017-02-21
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001374310-17-000006,929000,2017-02-21
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-18-000953,900000,2018-02-22
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-18-000953,1200000,2018-02-22
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-19-000884,1200000,2019-02-22
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-19-000884,1200000,2019-02-22
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-20-001127,1200000,2020-02-21
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-20-001127,1200000,2020-02-21
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-21-001286,1200000,2021-02-19
1374310,"Cboe Global Markets, Inc.",CommonStockValue,0001558370-21-001286,1200000,2021-02-19
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-10-043450,118245000000,2010-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-10-043450,107786000000,2010-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,107786000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,22784000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,29607000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,29904000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-10-043450,112493000000,2010-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,112493000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,112493000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,30198000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,32037000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,32037000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,31709000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,31709000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,36274000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,36274000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,136185000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,136185000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,136185000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-11-048914,36165000000,2011-02-28
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,36165000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,33720000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,33720000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,38274000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,38274000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,33739000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,33739000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,143688000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,143688000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,143688000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-12-079022,37955000000,2012-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,37955000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,38147000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,38147000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,38546000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,38546000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,41050000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,41050000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,162463000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,162463000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,162463000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-13-087679,44720000000,2013-03-01
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,44720000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,43867000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,43867000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,44693000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,44693000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,46541000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,46541000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,182150000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,182150000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,182150000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-14-078778,47049000000,2014-03-03
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,47049000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,45453000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,45453000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,49762000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,49762000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,51199000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,51199000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,194673000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,194673000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,194699000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-15-070966,48259000000,2015-03-02
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,48259000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,48644000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,48593000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,51368000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,51549000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,58989000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,59070000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,210821000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,210943000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,210943000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-16-483023,51820000000,2016-02-29
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,51731000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,52163000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,52163000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,54254000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,54254000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,58843000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,58843000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,223604000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,223604000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-19-048926,215114000000,2019-02-25
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-17-056969,58344000000,2017-02-27
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,58344000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,65187000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-19-048926,64370000000,2019-02-25
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,57518000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-19-048926,57256000000,2019-02-25
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,60525000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-19-048926,59507000000,2019-02-25
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,242137000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-19-048926,239933000000,2019-02-25
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001564590-20-005874,239933000000,2020-02-24
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-18-057033,58907000000,2018-02-26
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-19-048926,58800000000,2019-02-25
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001193125-19-048926,58473000000,2019-02-25
1067983,BERKSHIRE HATHAWAY INC,Revenues,0001564590-20-005874,58473000000,2020-02-24
